transaction_id,transaction_amount,account_balance,time_of_day,day_of_week,merchant_category,transaction_type,location_risk_score,historical_failure_rate,transaction_failure
25,8.876664909570573,117.38246022193997,1,3,retail,debit,0.7045012317480518,0.17189219321878363,0
26,23.721549214114077,239.3005504834211,19,1,restaurant,credit,0.8930496252379636,0.07323300316394006,0
27,3.5733718072345333,69.79055474653175,17,2,online,credit,0.8413809807098805,0.07322403621053548,0
28,35.28814343598512,42.30108891895203,9,5,online,debit,0.11655180931093245,0.23046249902295846,0
29,8.158350183354802,9.928188573434369,23,2,grocery,credit,0.6087844266374145,0.09053669301442206,1
30,12.96767049867536,50.242760870293736,20,1,retail,credit,0.5964814111966464,0.1225454788961052,0
31,8.145291918788542,124.39017331773782,6,1,retail,debit,0.30374791767759945,0.03086372282114776,0
32,323.24717452012135,140.5598571473687,19,5,gas,debit,0.18410570611789256,0.23347151817249423,0
33,19.682977243753804,90.4109208277488,21,4,gas,credit,0.19950865899390136,0.1716265289327825,0
34,4.110043476048351,31.77567007706551,13,4,online,credit,0.17754776904012337,0.336619473421287,0
35,68.98005246938713,7.562323097765921,9,3,grocery,credit,0.8062636724149865,0.21955633015160364,1
36,3.2179178663391745,33.27428585010001,19,5,online,credit,0.14839305065808828,0.21174927182659986,0
37,27.475519068577547,40.2719472659885,15,5,retail,credit,0.2643919773418054,0.08342232549467588,0
38,1.0623620883378329,39.92772851618379,5,6,retail,debit,0.217788404521714,0.17227998825560567,0
39,2.7393507140729003,101.34761668952241,16,6,online,credit,0.7128568324090317,0.10320765987181386,0
40,26.98528867987125,397.6914331575055,5,3,retail,credit,0.15839589439213164,0.20913903989357552,0
41,60.80669329447206,61.776881075314726,21,4,gas,credit,0.02406495260847885,0.16197914819297904,0
42,25.972867145242382,43.95947605742721,17,6,retail,credit,0.37422542191823205,0.10939590938290768,0
43,16.88672105047059,42.13076302354944,9,3,gas,debit,0.3050942611509867,0.19879929566169086,1
44,12.785918608054866,61.8297578332156,9,2,restaurant,credit,0.39770470495575083,0.40952495253749055,0
45,2.186313986129745,23.848140304774738,8,2,grocery,credit,0.753815739113376,0.0874919513995261,0
46,6.822552627655198,61.57146660396524,21,6,grocery,credit,0.012366908895161788,0.10703491448407201,0
47,10.064776403159765,85.69653013964175,14,0,retail,credit,0.03770760173755883,0.13205871883900042,0
48,98.07017946082509,67.3353974576247,10,4,grocery,debit,0.25564463186580777,0.36242156463817415,0
49,33.63029959756979,86.27517815984605,6,2,restaurant,debit,0.8892084862798261,0.07055972789069999,1
50,1.4268079793346802,84.24654920045108,17,6,retail,credit,0.16907450059776374,0.04594225177337679,0
51,32.65917915183427,9.282243905711233,1,0,gas,debit,0.9970379567816067,0.4733072463651817,0
52,11.27261777639893,103.22077680307815,1,1,restaurant,credit,0.805692566071367,0.4944786396302644,0
53,7.2762600407753695,27.910002980489963,12,6,restaurant,debit,0.45613655312921275,0.26354709156171313,0
54,50.275326668031305,18.24992256482192,10,5,grocery,debit,0.7478622452486067,0.40214933996061775,0
55,94.30170628949261,18.093417030508597,18,2,gas,debit,0.5188151249369125,0.23301558600689212,0
56,81.20040043932866,84.22919629340943,19,0,online,debit,0.5659922646398592,0.24919284332859903,0
57,5.704034406940059,43.70336374788973,0,3,restaurant,credit,0.580771741918851,0.23616699657321405,0
58,12.631345164870295,10.155660309541416,16,6,grocery,debit,0.6487205128636212,0.24222294446643824,0
59,33.01279280507619,88.06170968957994,19,5,restaurant,debit,0.06076419003058986,0.4485040976362858,0
60,86.77492441342731,12.940887457292348,17,0,gas,debit,0.61649810493635,0.29109101527265835,0
61,9.788797731520432,62.791603262164074,7,2,gas,debit,0.7169485818585107,0.3080743370688128,0
62,15.20328518367412,69.30374365088387,12,3,retail,credit,0.3107231350367129,0.06279828840950398,1
63,3.8209441011894762,132.3668297724086,3,6,online,credit,0.978578830473357,0.16927970897588576,0
64,3.339062449625447,324.30511527404747,18,3,online,credit,0.14444508601144435,0.1306659763015436,0
65,67.95112750330641,13.94782628273168,2,0,grocery,credit,0.9104425225283873,0.41819607784539203,0
66,153.60126292630497,51.80704500301496,5,6,online,credit,0.6764494079457165,0.1865714992522193,0
67,18.029058505451786,41.41589336868891,5,0,gas,debit,0.6643144781887336,0.1666161573759505,0
68,90.49542951537467,84.24672414806372,21,2,online,credit,0.8760226599196654,0.22540604664775896,1
69,34.551606175544165,67.73945290307937,5,3,grocery,debit,0.8317292113006397,0.28038031544408876,0
70,7.631774355214104,38.37682482667337,23,4,restaurant,debit,0.3454344322994487,0.12358325015354692,0
71,34.53914810019868,35.13148761526019,7,6,online,debit,0.7053698023157113,0.25403289448251587,0
72,201.7551532750533,17.877610945884197,16,0,online,credit,0.05060258268692808,0.15914993133214902,0
73,19.034648836053382,146.62254778085074,9,4,gas,debit,0.46401843222580974,0.4561231563423126,0
74,209.97017224926483,86.41870812535008,23,6,gas,debit,0.9377772607243146,0.12667012065349828,0
75,0.39470459440528033,136.69719139957016,4,4,restaurant,debit,0.2740894478013225,0.1132944248312313,0
76,68.91361450655096,40.02898687433667,18,6,retail,debit,0.04997078906551655,0.20331925681228866,1
77,22.887035213531696,28.308568461260865,10,6,online,credit,0.5829449919414155,0.14739466802115256,1
78,12.826187435076436,18.57255462787508,9,3,gas,debit,0.3550997630664606,0.22571257090565164,0
79,23.049432870038782,78.17247345584494,2,2,retail,debit,0.37968347009920655,0.2395441372619652,0
80,1.0188215620864038,19.30196251529802,21,4,online,credit,0.5824571870568152,0.4960161131989943,0
81,14.447077836260839,346.7704622420356,23,2,online,credit,0.6215890593482194,0.14491769825671819,0
82,34.31796085705533,14.766445619052675,9,0,retail,credit,0.43732196558199476,0.0399729517588396,0
83,184.35091113961295,71.78389298569459,1,3,gas,debit,0.5075492421894838,0.15391019465763073,0
84,9.231251895101748,261.609963913952,8,1,restaurant,debit,0.9932557567458055,0.21816343087703385,1
85,5.973061414164454,99.39380216600044,4,3,online,debit,0.957147958034555,0.2740704758674024,1
86,9.462763211232438,65.08367257719355,20,1,grocery,credit,0.7073170720243042,0.03815405690091237,0
87,79.28929902152203,20.72864070778653,16,5,grocery,credit,0.1614795269389825,0.1844828744317203,0
88,32.88861879005342,13.711443983871492,5,6,grocery,debit,0.3599600839875342,0.3772354461998547,0
89,9.073514672918426,117.92515091429222,10,0,restaurant,credit,0.8830882240868257,0.07234260075131355,0
90,43.37577691406339,246.20074525458296,4,2,online,credit,0.42356591617918493,0.4389276720969102,0
91,23.23399072802754,35.2036584176065,6,0,gas,credit,0.9553676493762834,0.13283633908173054,0
92,85.8814181300068,17.477922138799695,6,3,gas,credit,0.4883017832590286,0.18447711398439773,0
93,7.007075043939443,4.6731369476955384,3,1,restaurant,debit,0.8617691342051267,0.1744230693795995,0
94,12.286569805477702,20.47562504164094,20,5,online,debit,0.035378899527998,0.23905115798878676,1
95,11.154441621640272,48.732353747300714,9,1,retail,debit,0.43416369479277483,0.36615368216118255,1
96,2.236087256032519,270.189412504369,23,3,retail,debit,0.7002618507491564,0.36972212377825703,0
97,31.317605504471242,107.03262475420594,17,3,online,debit,0.8635645323432427,0.12267714434045524,0
98,29.712947936651837,74.07554158261051,0,6,online,credit,0.6096328928212278,0.06066380234079933,1
99,20.240189053502128,36.59385531333681,13,6,gas,debit,0.17326202594111884,0.0522486241030465,0
100,14.127444159971681,30.47279391465831,5,0,restaurant,debit,0.8857941652325871,0.15223527902120335,1
101,2.4035429715331382,222.6603681034644,10,4,restaurant,credit,0.5748131626739571,0.07907041898668891,0
102,10.6870423880305,66.73559980568233,13,1,gas,credit,0.10801818175071132,0.29801930213518046,0
103,12.01226516889301,6.6685290813830145,19,3,grocery,credit,0.4638467773898346,0.3343325875108446,1
104,6.029017705150965,27.839624625691883,2,6,retail,credit,0.6989433935262958,0.2839144686532307,0
105,15.769401248532551,23.14512020954342,15,6,online,credit,0.4510157463163793,0.5568526236339493,0
106,36.821292751423115,31.618297594713013,15,0,retail,credit,0.8707901072645543,0.23907968177713312,0
107,340.1133185096531,95.86209615074577,6,4,retail,credit,0.4236943145607719,0.40868779868049954,1
108,26.09820972979136,49.036019416936014,7,6,restaurant,credit,0.5834526895331611,0.16680558838282417,0
109,29.55714730218169,50.55867752735106,3,2,gas,debit,0.211170436001903,0.2497508368430892,1
110,17.963306084296807,203.0542452499024,11,3,grocery,credit,0.5126863500451115,0.20482867749293426,0
111,1.1295769443024692,27.20875809369016,11,4,grocery,credit,0.222857309932729,0.19285362955437418,0
112,19.302395103268164,352.2001161644701,9,2,gas,debit,0.22518714794945904,0.19395779581702655,0
113,21.984668298950986,27.901833642717133,11,6,retail,debit,0.27990254224324196,0.09759408958733914,1
114,808.2433336804106,59.69201125453069,10,5,gas,debit,0.044199267447675106,0.3390805028760636,0
115,15.051212501423038,41.21475835024105,10,6,gas,credit,0.1633096417397678,0.2935527428759499,1
116,31.573590058187023,61.77008177075718,14,2,online,debit,0.4243606253330613,0.15701868333282615,0
117,19.066490028631872,85.16512295795926,5,6,online,debit,0.13106049870733594,0.08251513269312111,0
118,3.4798282654870327,84.25393211140899,10,0,retail,credit,0.13338475051708076,0.028073176960889835,0
119,111.52337629237847,25.710068082782847,1,1,restaurant,debit,0.9679318283806767,0.041733174600214404,0
120,62.04745832145802,17.762425915062096,23,3,grocery,debit,0.42709736319720626,0.15025566786312497,1
121,65.79526798111122,667.2546725152737,21,4,online,credit,0.4037326996223689,0.03128064600775614,0
122,5.134173200254283,33.65008763510221,8,5,retail,debit,0.26773565483998285,0.07838206998989355,0
123,164.71084242949576,109.86061639954956,10,5,gas,credit,0.5124471591074683,0.2603882046321925,0
124,2.452783263808398,10.939265868396824,15,2,online,debit,0.5960649016580531,0.19195953730555448,0
125,48.43804897372346,41.28037808203222,12,5,gas,debit,0.41818552195949277,0.03349010260567534,0
126,536.8310564196096,48.076842487696986,12,1,gas,debit,0.39380851645508486,0.09890158418563053,1
127,4.545762645324027,87.60298475677662,21,2,online,credit,0.7004266836440549,0.2708322098929784,0
128,8.589610620686662,3.5878238866660164,21,3,retail,debit,0.9497767008861185,0.03622669119916643,0
129,23.323864121105487,64.46617148251832,17,6,grocery,debit,0.8778220709825862,0.4862401621530691,0
130,9.438400420565932,17.29225208161707,20,3,retail,debit,0.11862026690538907,0.08763126264974432,0
131,1.9620794474179606,75.51608736165089,0,5,restaurant,debit,0.6523086703672395,0.1262415417135705,0
132,22.261182401612313,19.3689409885912,19,0,restaurant,debit,0.007047612501010492,0.12654417027543508,0
133,4.081825967734617,23.208470135143173,9,3,grocery,debit,0.6330917773508312,0.1462572742723887,0
134,40.86968727934749,41.52818650606396,18,3,restaurant,credit,0.46435358892493284,0.2745909548644622,0
135,5.057456296255388,19.061498788100177,16,3,gas,credit,0.49111305234383307,0.14101847381654464,0
136,205.38815082233484,33.93563198108602,0,1,restaurant,credit,0.5880256078521117,0.382522375788284,0
137,6.203539780659733,16.553941514713394,0,4,online,credit,0.7426553812889195,0.40147941617949606,0
138,12.390223394338797,8.730560295845688,16,4,gas,credit,0.7294578026479444,0.21745478834822393,0
139,68.05225228519755,151.10229419148206,14,5,retail,debit,0.04447903154668076,0.2608368050837381,1
140,3.1699110429959982,14.938642426106743,1,3,grocery,credit,0.7364943863014933,0.17749367101560867,1
141,28.252724683251266,45.664405091597175,10,4,online,debit,0.8298159806691539,0.17313801434117004,0
142,142.69566297636752,115.91893162608238,20,5,online,credit,0.06817262443560246,0.26169035941769403,0
143,1.8017801495399295,29.51964274379155,1,3,grocery,debit,0.3229466006776863,0.24843572401477007,0
144,26.494860950729482,23.922850744294884,19,4,restaurant,credit,0.7920640768320306,0.21152341788554382,0
145,29.660737198461486,68.45920967256801,8,4,grocery,debit,0.49310681570170234,0.32643408866750595,0
146,64.89264620539863,166.98998202232698,18,5,grocery,debit,0.694891068809956,0.4008798364891226,0
147,3.1411027536106073,16.957067946640816,1,6,restaurant,credit,0.5023158075981345,0.10173833132852306,0
148,2.7712959987675916,46.986116665711194,15,2,retail,credit,0.9782224498081661,0.20396304395281947,0
149,43.94383531511622,9.655284721962525,19,5,grocery,debit,0.9361930728663616,0.09986666304182422,0
150,31.358238068065152,36.84791352666985,8,1,restaurant,credit,0.28114524190619905,0.09476355523083463,0
151,29.245896566706563,56.49796865730818,19,2,online,credit,0.38588482174349403,0.23470202111674973,0
152,33.77335960157008,23.228392805876926,20,2,grocery,debit,0.4313459978353186,0.3726867586205826,1
153,7.2424744120819105,34.5707575144789,3,4,grocery,debit,0.10420433294358489,0.07420270392766094,0
154,28.45661212631305,13.353429345787463,23,0,retail,debit,0.4040749468794461,0.30363593841847725,0
155,31.17475740900029,58.972935090675804,12,0,retail,credit,0.7748478211866275,0.07474048919525764,1
156,6.878997113686199,156.91342951142113,14,6,online,debit,0.8468962814491163,0.30152390503383103,0
157,329.8578376748823,18.226127293664508,19,1,retail,debit,0.8861327504382611,0.23086866345739906,0
158,40.884433082452205,29.292404005337733,1,3,online,credit,0.014559000171474823,0.09871099166162868,1
159,3.363710749091254,90.24662915696973,19,4,grocery,debit,0.7888060387483584,0.2445743891910094,0
160,53.77616896273631,183.47725691996916,17,1,restaurant,debit,0.5026276844852345,0.13095879758845186,1
161,4.655165646141245,12.265742178593174,23,2,retail,credit,0.20615914482863906,0.058214380597529605,0
162,65.40684428175541,46.11855034127238,8,4,online,debit,0.49874502251143604,0.5640724229099637,0
163,114.19338473283497,72.46696641119803,19,2,retail,credit,0.8442604666817923,0.3697847370286467,0
164,5.864847748728631,49.30096275570009,0,1,retail,credit,0.43424936776062606,0.101751791067364,0
165,85.20534732245659,4.586916138975233,2,0,gas,debit,0.9904610805990239,0.15015556593262328,0
166,37.30664236942573,90.11530430661348,22,1,grocery,debit,0.616683184668505,0.14030273516568545,0
167,68.92991336153588,249.46942213073086,16,5,retail,credit,0.48976366914574176,0.15067687071320288,0
168,345.5680117253202,61.354084819754114,10,4,restaurant,credit,0.2948893278673509,0.22412199479669023,0
169,13.900402909280075,19.470372412513715,23,4,gas,credit,0.011051062639031106,0.6982012417838165,0
170,6.484377052906368,32.68357812135244,7,6,online,credit,0.6105483566893044,0.17905562546080206,0
171,5.28952450163974,320.5098687619405,20,3,online,credit,0.5774955463563677,0.1123592171554554,0
172,5.90786534570558,135.63433356788963,11,0,restaurant,credit,0.5168143552325256,0.20695442267946335,0
173,17.891888180864484,103.54710380320304,10,4,restaurant,credit,0.5377044539786631,0.07920917231951898,0
174,33.50611509175384,77.9768964561955,12,0,grocery,debit,0.8435223711439643,0.2659490701801272,0
175,30.418050510495235,28.187056629506056,14,4,restaurant,credit,0.3168699246402308,0.0982647426365329,0
176,69.46165499021502,44.67565933186149,19,0,online,debit,0.5502539440002071,0.11439668393268031,0
177,20.48110672088296,50.50524863876423,16,6,grocery,credit,0.6799476258585463,0.12256301011090406,0
178,177.7363221398867,94.5921333917235,11,5,restaurant,debit,0.20981892692856097,0.3144537822984648,0
179,13.504389086762142,246.88407494900858,18,6,restaurant,debit,0.9248194150470239,0.14047433702883816,0
180,1188.2700036326592,167.0575120716901,19,1,online,credit,0.7371225247739107,0.012850998960372504,0
181,51.341583668564745,13.20526540276356,10,0,grocery,credit,0.05329540015607348,0.128010118333071,0
182,5.552585445798592,68.30581956666676,9,2,gas,debit,0.865106697937929,0.14977955426296377,0
183,4.029576376374146,114.06441642477002,16,5,gas,debit,0.9298701453601211,0.30865272920071307,0
184,41.417712308066555,101.37842832822453,21,1,grocery,debit,0.793670048223755,0.07355010598311645,0
185,14.365159877305965,29.100816628320633,12,4,restaurant,credit,0.4262246016936688,0.24213132530816844,0
186,58.615592284962325,1006.374165864632,15,4,restaurant,credit,0.9943768997177854,0.18435092724138535,0
187,40.84794184724325,15.22464410566991,19,3,grocery,credit,0.12443589941091104,0.16556517228121803,0
188,18.006929049450374,18.482263700619473,19,5,gas,debit,0.5366058413535754,0.19635289999291922,0
189,5.639579031376372,68.96472081190684,16,2,retail,credit,0.17039080407253948,0.17205913873655132,0
190,2.070373784029827,453.4128390598987,4,5,online,credit,0.43934880284622024,0.06585622440113689,0
191,10.280280769882939,23.66045642344298,8,6,grocery,credit,0.9274243066255801,0.2300178859052994,1
192,72.57338025834557,41.853341329303134,21,3,retail,debit,0.7942611284016664,0.10923608383015602,0
193,27.691918402306083,160.33953700302678,23,6,online,debit,0.78208194153034,0.3470796284025442,0
194,3.099968133530631,53.63156774137201,3,5,retail,debit,0.3538538009818214,0.12794345776941035,0
195,26.043582606630498,39.071611139473035,8,6,retail,credit,0.9342701774435406,0.1543030642203286,0
196,35.8010087216912,96.12341145723127,15,1,online,debit,0.3682609306539929,0.16783395535420997,0
197,5.334599681659297,71.70195332274882,6,3,retail,debit,0.03997343571993761,0.2048978920563935,0
198,25.294517152764765,153.00013222944358,13,1,gas,debit,0.6378012624609642,0.046666910900749405,0
199,21.918106535499017,198.63498397932636,13,3,grocery,debit,0.3626476165258933,0.3680725506974113,0
200,3.6166368724568625,74.21772922729541,6,0,gas,credit,0.1537248882355161,0.16844409213739386,0
201,34.35271450793851,73.09300894963249,23,1,gas,debit,0.9346580620540915,0.0768557145183722,1
202,46.58025735968994,67.63401130154799,15,1,online,credit,0.6372395340342434,0.3933868612304792,0
203,101.9596212453034,89.04399350523819,17,0,online,debit,0.9405296895102307,0.534354410773392,1
204,97.58297854465567,57.69500710945715,5,0,online,credit,0.5829786822940819,0.4867956969137541,0
205,2.5433851960812768,54.56493812947223,6,2,retail,debit,0.06386365962577223,0.08916392759591603,0
206,4.919773240571402,180.66186245260792,18,6,retail,debit,0.029940513710376093,0.05626091456358783,0
207,43.49095131951236,248.66738004744542,7,0,grocery,credit,0.9005614350022894,0.10884089188822695,0
208,43.40952670581631,12.090826872320006,0,3,retail,debit,0.038727936878708014,0.22488280362002394,0
209,43.49176150459857,55.14803702809953,16,0,grocery,debit,0.6151757971827795,0.32831449609873636,0
210,6497.009258891375,27.420901925005936,18,0,gas,credit,0.29797580744236496,0.11740371278093738,1
211,47.29174547697979,40.0059636205151,21,1,grocery,credit,0.6876581391029672,0.13581654681503516,0
212,110.3159432536055,81.65607419546171,6,1,grocery,debit,0.28472242871714604,0.04054148511431998,0
213,84.01561254802809,106.63783476844554,17,5,online,debit,0.037222170449489944,0.10156854311857764,0
214,53.361359382062204,48.80699078492261,5,0,retail,debit,0.7308384727989147,0.36852846129427097,0
215,12.517105302128666,8.057953896349689,20,6,restaurant,debit,0.3109026302635449,0.20521793087582943,0
216,62.70579268800345,20.80002980052555,5,2,restaurant,debit,0.5507989272598827,0.16153744744874776,0
217,6.301339174528025,133.82054288816536,0,1,online,credit,0.7738658199351997,0.37604812739176746,0
218,14.080235689346688,3.523918490439028,9,3,gas,debit,0.7028233018300055,0.05795477412885033,0
219,9.698339431800692,179.00740105858327,22,5,gas,debit,0.3485711052046474,0.13186544293596497,0
220,22.710132921156394,91.94862440097752,7,3,gas,debit,0.7478266592262973,0.04975491465422888,0
221,646.7681279736656,203.60382707537246,6,0,grocery,debit,0.9256810070250857,0.4343479336695098,1
222,1.2203066884298166,44.765189313058976,8,0,retail,debit,0.6099745925160445,0.10010194475770373,0
223,56.22661861265203,6.948977844155763,0,2,gas,credit,0.7035060606445435,0.09885808040197179,0
224,1.7876934137259903,83.96185944526947,10,6,restaurant,debit,0.8659081396803764,0.17633189579529496,0
225,9.895718623369483,195.32271200673014,2,0,grocery,debit,0.8436406162792783,0.020732302498724455,1
226,102.86586885544864,137.6510425546975,17,6,gas,credit,0.35160132748578254,0.3159619730454201,0
227,22.118625328714995,28.143277511049476,5,6,gas,debit,0.9917005967763931,0.2021406677335246,0
228,3.9883708254933143,59.54671171962348,10,5,retail,debit,0.028566000047050677,0.46371240152592597,0
229,6.869177915437136,32.045723144085514,4,4,retail,debit,0.986707571768763,0.08572572342187683,0
230,55.667507220383534,24.064399177982313,19,4,grocery,credit,0.24599713338660822,0.24892159215232096,0
231,6.715713321630381,141.93774857735903,3,0,restaurant,credit,0.44043705045524784,0.1070446103145044,0
232,27.79032349467234,16.485277151630463,7,5,online,credit,0.8836887378247141,0.32341781123915186,0
233,21.506554730496426,22.3356391165545,9,4,restaurant,debit,0.24432883852741838,0.17136471970422087,0
234,7.557946139344256,18.101129986701782,2,6,retail,debit,0.2247816350900591,0.11941483703235313,0
235,500.6544457087192,12.30188468054409,12,3,retail,debit,0.6431087621880824,0.0797087241503958,0
236,51.98101384151278,63.20695179390413,16,5,online,debit,0.7054505255952768,0.2698734903042034,0
237,0.9629884317407731,174.42643005655285,4,5,restaurant,credit,0.007470684201027256,0.132741945568935,0
238,26.56730892428951,45.38234912941002,7,0,restaurant,credit,0.45044423597578676,0.12899112782594657,0
239,7.443344689363694,12.112672267852032,18,3,online,debit,0.48910897788062013,0.15876211672681054,0
240,72.14298137110929,126.46233790173844,17,6,retail,credit,0.27183519972195413,0.026419251175858742,1
241,6.11789995085292,294.624526472798,0,3,grocery,debit,0.5461097146289048,0.2881979247650701,0
242,16.909833858191924,28.610039161148375,3,4,restaurant,debit,0.1545776056721565,0.05433826473776582,0
243,42.84037154826753,33.83330706069613,17,2,gas,credit,0.32360580185739884,0.172242091823257,0
244,73.59909954780615,91.43795273589353,13,3,restaurant,credit,0.7132392335545484,0.14362752289804376,0
245,3.3186410917230518,276.40681497243503,23,4,restaurant,credit,0.873786537869304,0.12316914228962184,0
246,12.161170695909135,32.46510610599792,10,6,restaurant,debit,0.5893789617132055,0.10031783230679975,0
247,9.851089254257205,14.404637725508225,8,2,retail,debit,0.07484453934119795,0.21561316347856543,0
248,7.538371303092285,102.65959440553922,12,6,gas,credit,0.6787458697650417,0.315840445187316,0
249,283.774911967402,121.39723144592108,16,5,restaurant,credit,0.8975978208896972,0.3290639646865128,0
250,36.87274154110494,54.933944284826936,14,4,grocery,credit,0.504314042996682,0.08034663256112995,0
251,3.030337709216072,31.245230494012368,1,4,gas,credit,0.4936919661030653,0.21120383710334173,0
252,79.58239663421335,147.58122925233772,5,0,online,credit,0.9914135794522885,0.07510314645497063,0
253,484.5566240077436,92.57656247073318,6,5,grocery,debit,0.6362977875460429,0.08058258695347251,0
254,94.50926677722929,25.31923752045665,1,6,online,debit,0.8060289016661668,0.19879283707760662,0
255,2.056375672664087,57.34552043628895,23,5,restaurant,credit,0.6464934852762119,0.08720893129310424,0
256,9.714784405861154,14.129890793593113,12,1,retail,credit,0.2209156865639108,0.08113101365549812,0
257,134.33903597172184,108.4067608404953,9,2,restaurant,debit,0.28407818399626583,0.07610060040632007,0
258,6.948291496899329,42.00406631485013,15,4,restaurant,debit,0.6657057587489417,0.18182806933069076,0
259,39.084624025489745,35.314341902432766,8,3,online,credit,0.45607113007191125,0.23127667161213905,0
260,64.19665330580064,52.83244627959238,7,3,restaurant,debit,0.4043477902161414,0.5071871694261775,1
261,5.000831970203641,56.84383092349385,14,1,grocery,credit,0.022451953381393164,0.05120302150607324,1
262,18.36987263535801,133.6106617672601,21,6,retail,debit,0.8843690673986963,0.15834436289455694,0
263,0.15537697623459693,98.60190001236619,6,2,online,debit,0.8844977898367871,0.10119477459594049,0
264,4.32070480389559,46.69283473980579,21,0,gas,credit,0.46097112472471646,0.11531508559690916,0
265,13.751498127576205,117.17495382253979,22,2,restaurant,credit,0.7007392086256818,0.4036694619788611,0
266,3.090476317390011,81.51094076004239,18,3,online,debit,0.17781935373531121,0.331345716923845,0
267,232.4364736075811,35.63756804898643,3,6,restaurant,credit,0.5038110245837941,0.2595643237163684,0
268,2.3508757846727097,48.19628010162686,8,6,restaurant,credit,0.4388656418998552,0.08721681878841728,0
269,10.380543845456705,47.07664937748231,18,3,online,credit,0.6566135708116178,0.5337525036064069,0
270,24.437305189512056,90.49199042284228,1,0,grocery,credit,0.469645901144204,0.364741228733853,0
271,174.4974160155745,37.82526952692924,6,0,gas,debit,0.4984342826689623,0.035576003798583604,0
272,2.3307888516798734,36.95092990220556,21,3,restaurant,debit,0.295712457013357,0.4090215718571196,0
273,114.97855448481462,391.0194525182718,18,6,grocery,debit,0.048423168304580266,0.22119100479912884,0
274,20.3962200400976,139.73328266720702,5,6,restaurant,debit,0.9170257590173906,0.32328471658458136,0
275,4.607737812418203,25.518389154389055,14,4,restaurant,debit,0.012231623507424128,0.4437124236732194,0
276,40.17139645493499,96.63499995214316,6,4,grocery,debit,0.281324428561327,0.2274950077040407,0
277,27.07442467517327,61.4577573011609,5,0,restaurant,credit,0.4476107821943013,0.3401424581855385,0
278,8.163513761041713,80.76560346980355,0,5,gas,debit,0.31909235429240257,0.1624456508628999,0
279,22.302596964326746,62.63607089659533,13,4,online,credit,0.5519178700632704,0.3560608216375978,0
280,11.268707142071369,179.4044304920881,0,6,grocery,credit,0.4616130151705162,0.27524067216680426,1
281,23.814056554694773,77.13987594905674,5,0,retail,credit,0.25547623586357937,0.2574961996644787,0
282,54.227925792526534,51.31131544270349,17,2,restaurant,debit,0.08802013090543992,0.2375159154671921,0
283,216.81083043918306,154.808764378179,16,2,online,debit,0.13753527058416948,0.10706199712589105,0
284,3.137030813494402,68.9433422921581,1,2,gas,credit,0.4863200692570141,0.09880181974051191,0
285,492.5273844371355,61.65032981104036,7,0,gas,debit,0.8459455339857392,0.06833480721890432,0
286,1.0745138220440982,74.74053651769246,20,0,retail,debit,0.10063889192198017,0.3830369202452486,0
