transaction_id,timestamp,transaction_amount,time_of_day,day_of_week,transaction_type,location,account_balance,historical_failure_rate,merchant_category,location_risk_score,transaction_failure,failure_type,failure_reason
d91ebc6f-cd90-4ceb-9dae-575e962f2595,2023-12-01 23:48:31,10.5499942311636,23,4,debit,high_risk_location_2,199.16337033138484,0.10244577642430404,other,0.1235975796933727,1,insufficient_funds,insufficient_funds
bf2ac019-0d8a-4e90-8218-f91c7c8cce54,2023-10-12 03:40:51,574.0286303316719,3,3,credit,local,71.44151611410628,0.23024924461714533,gas,0.6325167175231441,0,success,none
40faab9a-a95a-4112-9f8c-a8a670562b49,2023-03-15 16:15:13,5.6075149079562125,16,2,debit,high_risk_location_1,35.331935104428524,0.1823526364036192,other,0.38240362305715736,0,success,none
0850243a-4071-441e-8918-5766f1c32d58,2023-05-07 11:06:12,2.080368518232596,11,6,debit,international,36.05726642722061,0.11744551055270316,online,0.4189734993428915,0,success,none
c49308f2-7869-417b-858b-c9ac3d207023,2023-05-29 22:05:05,0.5587932486088218,22,0,debit,local,15.703639435691475,0.29195016601836216,online,0.4666111721155132,0,success,none
20eb0c21-676b-4a91-8ba7-4ab6370b86a4,2023-04-21 04:26:23,10.5750689123273,4,4,credit,local,12.463978907943916,0.33329558513829616,grocery,0.9659006113812494,0,success,none
714bdaf3-d3bd-4568-8414-dd81cedccb78,2023-05-04 01:36:14,21.11191507633612,1,3,debit,national,49.2199410460826,0.10958217313090074,grocery,0.015904300026115314,0,success,none
4e73f58a-8e28-459e-b7a1-015a415554df,2023-01-06 04:52:36,21.38214055504097,4,4,credit,international,55.73145575642477,0.09005899604719719,grocery,0.4459315957459471,0,success,none
382ef1ea-187b-4622-aee4-2fc7fd44ea9e,2023-02-17 11:58:56,33.73395181882768,11,4,debit,local,14.3020383066058,0.16338212418656015,grocery,0.4417910413707331,0,success,none
7f10918c-25af-464c-9c63-066a16f386e5,2023-12-26 06:17:25,22.904901459871557,6,1,credit,international,15.78036127028008,0.06385223015437043,other,0.8718465070755377,0,success,none
2459934e-fbb7-45d3-896e-8182587bcdc9,2023-01-08 03:25:06,94.76012373699355,3,6,debit,international,530.2844423246977,0.4186554373645269,restaurant,0.047371336310355616,0,success,none
d3068514-2c22-4f05-86f5-137cc0f096ab,2023-08-19 09:30:52,23.16108227871371,9,5,credit,national,60.30206861481422,0.11774520983766082,other,0.09644338450489309,1,timeout,timeout
1eb14273-9742-42aa-afef-d14d4e9cee35,2023-09-14 01:37:56,135.8599132890438,1,3,credit,national,254.0863316318974,0.31303090247868676,gas,0.5870125880732562,0,success,none
85ab25dc-2ceb-40c1-8ce1-e7b87f8dfb2b,2023-08-12 12:27:39,14.590544528452494,12,5,debit,high_risk_location_1,60.27047404857095,0.07348445375531862,online,0.4094177503500138,1,timeout,timeout
2fb587ae-51e9-4bee-a138-83d3ebed7b84,2023-03-06 19:33:10,20.832736224463947,19,0,debit,national,43.1992096575382,0.28352634251080794,other,0.4773734945546487,0,success,none
f9ad04ff-7b25-401d-8456-482bcd00e8cb,2023-07-27 04:16:25,40.255592547706804,4,3,debit,local,23.954970521216215,0.27462181205077,other,0.19631854718236508,0,success,none
1e20175c-df4f-4105-895b-493f1d9470e0,2023-02-25 23:58:51,6.144396419661694,23,5,debit,international,14.519397207260813,0.1897186640529245,gas,0.7977239594560379,0,success,none
2ae46a95-041f-44b2-8404-8c35c515d635,2023-05-05 11:07:03,38.36293761483128,11,4,credit,high_risk_location_2,18.123556194745518,0.1687682907115158,retail,0.8802105310397493,0,success,none
dc39e765-bf45-42d3-a790-bc30526e0063,2023-01-27 18:14:31,75.8714305106288,18,4,debit,high_risk_location_2,5.29739932559443,0.0574978351830795,other,0.8658326320411478,0,success,none
f375843d-ea29-4244-a910-4a721d17abbc,2023-07-12 07:14:49,241.16107718454774,7,2,credit,local,143.0748152244804,0.1438974874550594,other,0.5921718467054433,0,success,none
0031d93f-c3b0-40d8-b611-b0dabd6b9e82,2023-04-16 14:51:13,6.433658887067404,14,6,credit,international,82.66798110293927,0.1060541198678815,retail,0.16233367074941518,0,success,none
6b90d4a9-908f-4dea-8183-6dd77adfd0c2,2023-06-15 12:38:04,222.975925656903,12,3,credit,national,30.85937611715121,0.10402343438007566,restaurant,0.3518736627443677,0,success,none
df11d76c-8978-463d-8439-0382caaf065f,2023-07-27 23:40:11,23.353923651856125,23,3,debit,high_risk_location_2,21.503306375024355,0.24381695400524891,grocery,0.19120065249712825,0,success,none
d03a8158-e886-4069-8008-d45335eb83fb,2023-11-26 17:57:11,8.81072321358768,17,6,credit,high_risk_location_2,19.90558033803906,0.2060091051284675,gas,0.9449401459157181,0,success,none
0e458bba-43ea-4d79-b742-f609dab12e72,2023-12-29 07:18:36,2.605135191330229,7,4,credit,local,759.1918303182388,0.02506393129697129,retail,0.2961916183531941,0,success,none
e71aa098-f054-49b0-bf90-da0abc846947,2023-03-12 00:38:47,13.133027989602478,0,6,debit,international,61.58390186254704,0.15503464879182333,retail,0.21707814883105747,0,success,none
679684d2-25db-498b-8874-ca6bbdcf11c9,2023-02-04 17:18:30,18.939377325778906,17,5,credit,high_risk_location_2,68.79414553059075,0.07896432442424607,restaurant,0.373682339318404,0,success,none
d1971f8d-5efd-4544-a049-2cb5c471c359,2023-11-03 09:51:46,4.005248605213576,9,4,debit,local,15.848915138096501,0.25865132643920075,gas,0.17452566309665618,0,success,none
9e0bd195-bc65-4409-9ca4-166468c19c16,2023-10-28 00:24:40,60.81740715089716,0,5,debit,local,24.66299081687355,0.16026972108575302,restaurant,0.6692327367368115,0,success,none
a695160a-e92d-42bf-a07c-d9184645568e,2023-06-08 08:09:10,29.88589649938382,8,3,debit,high_risk_location_1,6.26590392453698,0.2494296744367696,grocery,0.5299945556569515,0,success,none
ee5fa6a5-8c15-492e-bd0f-21f4bc464515,2023-10-14 22:58:11,8.84283951377799,22,5,debit,national,46.47049303946008,0.2312384442738411,online,0.6549259052532549,0,success,none
f4748bd3-c33e-4e92-ae32-127c28ec0a3f,2023-01-23 20:23:56,10.631953673037854,20,0,debit,high_risk_location_1,155.39688100211612,0.2455642456500229,gas,0.036222369551074274,0,success,none
c8ec0f2f-bd07-461c-9a41-9383ffc82016,2023-05-09 02:06:30,76.71251063529876,2,1,credit,local,100.03616641509542,0.18530260802924373,online,0.43317915085226333,1,timeout,timeout
0c193dd9-5428-4d75-a9ff-23929727a48d,2023-11-01 22:19:32,30.777046839673492,22,2,credit,local,6.2404502252165015,0.30725885305020584,grocery,0.4656465103246261,0,success,none
bb088e3d-560f-4e17-9f73-51cbbc66f596,2023-09-14 22:34:31,13.520204580308143,22,3,credit,national,17.728206181297683,0.35047428349538523,restaurant,0.4959772211658724,0,success,none
f558fa41-8e6d-496e-8842-d6c78e25e621,2023-12-13 04:21:21,9.451052341646506,4,2,debit,high_risk_location_1,25.94952035461127,0.1430100849968986,other,0.6330330055391559,0,success,none
057aa466-6618-4673-b0e1-398e0d52ff3b,2023-07-04 23:35:27,147.33962608266003,23,1,debit,local,54.47865459840246,0.31510516270416666,other,0.5278115531284427,0,success,none
5aa49faf-3a45-479b-adf2-3bbd7aa057c2,2023-01-05 03:25:32,18.970779919705798,3,3,credit,high_risk_location_2,602.0277083702358,0.4414496169553761,gas,0.6307424519481527,0,success,none
3df2323e-1f4d-48b9-bd9c-6c0ccf639790,2023-12-09 18:41:56,43.031763560148356,18,5,credit,international,22.782519791071863,0.14852467809002956,online,0.45603652154487273,0,success,none
c78431e9-ad45-44a6-9de8-734c3952f356,2023-12-12 02:07:33,14.107387838147789,2,1,credit,national,34.09111155508081,0.3911138899258487,restaurant,0.5518961857155925,1,timeout,timeout
3d6229b3-7a1b-4290-aa8f-09b78054f7f6,2023-11-26 00:36:18,8.441778269271783,0,6,debit,national,129.72011991003566,0.12735999973084663,other,0.8396420022863005,0,success,none
18e28dcb-7041-4078-94c5-e268745be8b5,2023-07-11 18:43:34,12.727311560609218,18,1,debit,high_risk_location_1,132.6247998283015,0.27639926636104595,retail,0.11005848437144605,0,success,none
0307196a-acdc-41fd-8b60-cf06d0de2e3a,2023-09-06 06:24:31,142.33137299081056,6,2,debit,high_risk_location_2,12.795945208161708,0.16385083162947986,grocery,0.18293170018050642,1,duplicate_transaction,duplicate_transaction
0c0b90bf-d45d-4667-8908-5907cab63814,2023-02-28 02:03:15,93.39094559614286,2,1,credit,high_risk_location_1,68.21553608216807,0.39373131107686465,grocery,0.44120007315527243,1,routing_error,routing_error
d70cc857-b80f-4ff5-a6d8-523ffd23cadd,2023-10-09 23:48:39,3.2820938538318507,23,0,credit,local,22.725214315397018,0.17933305546573042,gas,0.7431937048794266,0,success,none
296fff35-69bc-4893-a55b-c56030ec3e95,2023-03-18 03:33:23,190.34308444015397,3,5,debit,local,86.36049874781747,0.13872151148373585,retail,0.6739912910551241,0,success,none
d3311161-69d0-4042-9ca6-e67fd23c399d,2023-05-21 19:12:04,1991.6204687115562,19,6,credit,international,22.008899690830653,0.21004892616078422,retail,0.2068686867258156,0,success,none
d6f30f68-3b1a-4d5a-968e-b375af376962,2023-01-28 05:48:44,94.41087992590944,5,5,debit,high_risk_location_1,30.410632079100107,0.2201642244088616,grocery,0.574655810263448,0,success,none
1034ce87-7772-4beb-86a1-aea11565c6fb,2023-11-15 16:08:04,32.56007639374768,16,2,debit,international,14.293218153299176,0.15768311533197366,restaurant,0.2880733204692527,0,success,none
7b03830c-5bb3-4eb9-9508-340511c0cdcc,2023-01-27 09:30:19,88.66679953794412,9,4,debit,international,34.37236214870056,0.12076053119456424,online,0.23359236582880172,0,success,none
2b9be3ef-6112-457e-bb11-542ff98871d7,2023-08-10 01:33:47,68.21848858529101,1,3,debit,national,61.496394667129856,0.10133030628322975,grocery,0.3445483616113689,0,success,none
ae912896-1c83-4907-96ec-370c8a3c3cf3,2023-08-07 22:33:48,4.362903625306444,22,0,debit,international,7.424760121718735,0.01920866743935628,grocery,0.5611934615710821,0,success,none
5ee99742-e5c0-4b0f-a544-eb6286bae9dd,2023-07-30 12:01:18,14.514772245451027,12,6,credit,high_risk_location_2,40.2026107614333,0.15100675542749836,online,0.35861990239542496,0,success,none
2566c823-7d0b-411b-aa29-fb630ae05582,2023-08-17 06:52:51,48.508213514880794,6,3,credit,high_risk_location_2,39.9290666409919,0.17758191084119979,grocery,0.7048215717078993,0,success,none
989accfe-f5bc-415c-b839-b9d11739698a,2023-12-26 06:29:42,51.310179426143264,6,1,debit,high_risk_location_2,322.04562865713683,0.47679221171125835,restaurant,0.599210948314057,0,success,none
b1300641-346e-445e-b23e-5b2f2987408c,2023-09-28 22:16:00,80.13895048743534,22,3,credit,international,107.81324028445673,0.3175753565114022,online,0.3548638238975981,0,success,none
43abd76a-3695-49b9-908d-625ef73ed6ba,2023-12-14 00:24:13,19.12546601478057,0,3,debit,high_risk_location_1,35.19384342005659,0.18018515436659147,other,0.9441456788066466,0,success,none
8d414448-9666-4909-84de-81d9749f0ce5,2023-12-26 20:11:43,17.019490756850463,20,1,credit,local,197.85608809354133,0.16880429932931135,retail,0.7507761622702336,0,success,none
b5e4aee1-dd68-41e9-bb8b-df0bc1f74771,2023-09-05 07:24:43,189.31457041212695,7,1,debit,national,98.17836938165699,0.14027167082785733,gas,0.4562526945981358,0,success,none
b7cab542-0f73-47d6-b294-8a6e4b2c49a8,2023-07-24 08:38:16,127.69266007405284,8,0,credit,high_risk_location_2,19.587449842501115,0.0915884614813386,online,0.7360277641224476,0,success,none
894e2ade-65b7-4ccd-ac81-9cded6a8475d,2023-02-09 21:25:29,3.646045454010631,21,3,debit,high_risk_location_1,49.25354910158036,0.38288756055999,other,0.5171308745335468,0,success,none
8d5f1167-94bd-44bb-8c2a-983ef88eab1d,2023-05-29 22:03:25,1.2499230674907233,22,0,credit,local,17.433773121628505,0.09783848352094124,grocery,0.1931941006467095,0,success,none
7a65d13f-97f4-4163-8cb1-3b2bee461bb2,2023-02-23 03:43:43,4.949601261480248,3,3,credit,national,53.80024606531428,0.11681452993861163,gas,0.28747068989190805,0,success,none
845cda1d-2fa1-4f37-aeed-9be108cbd01c,2023-01-14 21:02:15,22.165567033295012,21,5,debit,high_risk_location_2,55.42122186690222,0.13758175779812493,retail,0.9746235160475719,0,success,none
3849afc7-826c-4474-936e-5aa058f5f80e,2023-06-23 00:18:39,1.4223122582070398,0,4,debit,international,580.0335811293927,0.20573620456143937,online,0.5413126337143178,0,success,none
91548849-d813-418b-ac40-218a329f2495,2023-05-27 10:05:53,40.502599477403194,10,5,credit,high_risk_location_2,102.21378183155026,0.31161866890609874,gas,0.07644636687846451,0,success,none
29d51f3c-ee65-4d70-a56a-b81d06ebe076,2023-08-07 04:28:27,40.01413522080665,4,0,debit,national,36.436589460820954,0.2047939496292953,restaurant,0.7771379703649123,0,success,none
2faff6bc-1a17-4ef8-a842-af773e42df41,2023-08-18 22:02:23,16.017065167572714,22,4,debit,high_risk_location_2,241.57733060099665,0.042617974334412556,grocery,0.5275097120369533,1,network_error,network_error
a8193546-775e-4b6e-9b48-7a113878f2bc,2023-10-14 17:34:50,60.34722758986275,17,5,debit,high_risk_location_2,57.611755395159406,0.27597767569250753,online,0.9017046248035729,1,insufficient_funds,insufficient_funds
b6b817f8-7c48-4e8b-bdba-e428eb3556d6,2023-08-18 12:12:54,53.08550779817495,12,4,credit,high_risk_location_2,19.948095305031767,0.13381973956033896,gas,0.710460624909819,0,success,none
d360a5e2-fabf-4a21-847a-d17ffd39de59,2023-08-31 11:11:45,43.95692949425651,11,3,debit,local,17.400740524127873,0.2457032644539218,retail,0.8362667197893854,0,success,none
a5bf3bf3-5689-4d3d-83b3-7c2a5b0d8395,2023-10-20 01:51:21,8.481522960153393,1,4,credit,national,56.6852347888176,0.16233002399720572,online,0.9617720966865313,0,success,none
aa6312b9-59c9-4b54-89d0-fdaa0c3444c5,2023-01-08 16:43:19,60.658939571397646,16,6,credit,national,71.01811222659619,0.28957996866581825,retail,0.18452570104654265,0,success,none
73d63222-ba8a-420a-a568-afc6c273244c,2023-07-12 15:58:10,13.195034574861054,15,2,debit,local,21.791078101924295,0.16639726547632672,online,0.4822800874083768,1,timeout,timeout
98af6311-7dae-4dc5-9535-c01dbc3253fc,2023-06-07 17:22:06,12.380331002758297,17,2,credit,high_risk_location_1,152.60010660329235,0.16256163111395544,retail,0.6374027341550197,0,success,none
aed8baff-6a29-4104-ba33-4beceb8782dc,2023-11-04 09:45:10,20.999024238859043,9,5,debit,local,31.71144436021042,0.08538556352284941,other,0.18647654085916976,0,success,none
ab679a92-84d0-4f8a-8e06-2d6189a2b88a,2023-06-22 06:42:52,85.49886586058017,6,3,debit,local,161.81268586563502,0.2933459985860177,grocery,0.20538720030980595,0,success,none
ecf05a2c-eab7-45dd-8ce4-d4d60d499bc7,2023-08-07 11:59:42,154.34742492804648,11,0,credit,high_risk_location_1,993.4016435189772,0.11396788821169161,restaurant,0.3802737997002512,0,success,none
d72dc4f3-48bf-40d8-b65e-1348a63f9dcb,2023-10-06 08:06:51,24.778611862714463,8,4,debit,national,61.26699893804686,0.0900407490552857,other,0.9221484102311497,0,success,none
9acf8248-7f13-4beb-8eaa-d126a9313aec,2023-07-01 13:43:55,213.74503468157943,13,5,debit,international,24.73186057590263,0.10697124973522294,grocery,0.2534448020974043,1,timeout,timeout
3be79e3d-ca8d-43fa-aa30-40411db889db,2023-12-21 07:40:54,39.201946522911435,7,3,debit,local,174.04043539949984,0.10626095253920258,gas,0.460222289551506,0,success,none
5dd31574-b28e-4f27-9872-d1dd32f28702,2023-01-03 00:01:52,43.246153579042144,0,1,debit,high_risk_location_2,69.52693497228034,0.3474867623721736,restaurant,0.1533773923932894,1,timeout,timeout
78ecb114-bf08-45cf-ba6f-b1384b76dc47,2023-03-06 10:20:50,480.59206217028594,10,0,credit,local,33.30952274010631,0.4755983590308286,retail,0.2245305498120066,1,insufficient_funds,insufficient_funds
70bc32e5-560f-406b-81fc-24e634bb552b,2023-03-13 22:00:42,25.271617842477703,22,0,credit,local,11.374542343908306,0.042454674092022825,retail,0.9304104667090075,0,success,none
c915989f-238c-4db9-8451-407a76481b87,2023-03-23 12:32:44,142.22629106747806,12,3,credit,high_risk_location_1,68.09179570381544,0.22267217726022,restaurant,0.25716755360229704,0,success,none
82ed74c2-0a62-480d-87eb-4b89e5c0d2d5,2023-07-31 02:08:05,58.30308494461629,2,0,credit,high_risk_location_2,44.03087895087834,0.3008140865044828,restaurant,0.49059319167500304,0,success,none
6311e252-00b0-4e0e-b403-3d01b2ca9380,2023-09-18 12:01:13,17.884291807509378,12,0,debit,high_risk_location_1,22.456027196375146,0.24329819501164449,restaurant,0.17592221711473388,0,success,none
adde63ac-6e3b-4379-85fb-46ef57c762e8,2023-05-31 01:27:36,1.0130854799462004,1,2,credit,international,82.23312516813247,0.11845383821759335,restaurant,0.30557006096143036,0,success,none
75c58ae1-5c98-4fd4-9386-2daca55565a5,2023-12-18 06:07:16,14.02972618418309,6,0,credit,national,39.51134967865757,0.3194983233106312,online,0.2797464141785615,0,success,none
734076b5-6669-45d8-adf1-7502978c8d80,2023-10-30 19:33:53,12.031511116454435,19,0,credit,national,41.792669610812126,0.028627981950125357,grocery,0.5061759060375224,0,success,none
2e04cdcf-468c-4319-a8b2-04d9de5c1dc7,2023-10-17 05:10:29,122.28618716344481,5,1,debit,high_risk_location_2,48.23051397057411,0.05569966400090982,gas,0.6810176065856307,0,success,none
ebc673d8-6d82-4c38-8009-a599ccd20d36,2023-06-04 00:10:04,18.580074114614977,0,6,debit,high_risk_location_2,194.92324889434684,0.42181297691268205,restaurant,0.19953776724204508,0,success,none
1559a5a8-2216-4ebb-a484-37bd726c18d4,2023-03-30 04:13:09,16.384680419878798,4,3,debit,international,61.86460369074829,0.17608817636807003,grocery,0.7837348761998287,0,success,none
d5e461bc-1a9b-435e-9086-c8aa0cdd933e,2023-04-17 00:34:27,13.396601004898232,0,0,debit,national,172.17971147568284,0.24684174770909012,other,0.8342365755961625,0,success,none
bde1479b-69c0-4a2d-872b-6337c130fd92,2023-04-23 01:21:28,2.710662320834044,1,6,debit,international,31.75994328532939,0.3021243522783762,gas,0.6095497532791653,0,success,none
54dbb04f-2acd-4a30-9364-aae71c15f0f7,2023-04-29 21:03:40,7.13921421024423,21,5,debit,international,65.65131090775581,0.18203326823124236,retail,0.5648409090283638,0,success,none
cb4e2cc8-c12b-4c55-9779-50fc9ee2af6c,2023-06-05 23:35:45,4.387186759809423,23,0,credit,high_risk_location_1,104.42700091551947,0.28579563354154175,retail,0.16233139468800784,0,success,none
f39dfb9b-b5f8-46e5-8d33-026cf42c2111,2023-12-02 06:33:09,15.169862260075613,6,5,credit,high_risk_location_2,31.24301243046786,0.07280761539054056,gas,0.41609534090953915,0,success,none
87f642d5-b89b-4a6d-8a41-fa12081e37a2,2023-02-06 09:41:29,5.5834416876228135,9,0,credit,local,77.91319211854793,0.34267756855914033,restaurant,0.5271565407005437,1,routing_error,routing_error
c581053b-2520-410b-a3e8-0de89b203409,2023-07-29 08:44:13,232.96125375230687,8,5,debit,high_risk_location_1,108.55608373572652,0.11652206478898437,online,0.8849393633380727,0,success,none
aebefae3-af9b-4889-8c35-7841b88cd342,2023-10-06 16:45:58,9.720283380463128,16,4,credit,high_risk_location_1,65.62383584247927,0.0882940009046668,retail,0.03343679728622795,0,success,none
c491132d-9ee4-4cff-931e-b321fb7c420c,2023-05-21 23:26:38,1156.2709486618048,23,6,credit,international,30.867363543123947,0.3595441983036343,gas,0.11422672298478043,0,success,none
9ddd5ce5-0612-4c1e-8b38-ae18aef069fa,2023-11-22 18:14:24,7.337469809830252,18,2,debit,national,25.66501478163179,0.1811130967711125,retail,0.9376844583488173,1,insufficient_funds,insufficient_funds
a9be07cc-fb7f-4fc1-976c-f778ddec81f7,2023-02-10 09:33:29,12.322411573527289,9,4,credit,high_risk_location_2,71.00453265242095,0.20199345201137,online,0.3847935242875209,1,duplicate_transaction,duplicate_transaction
c4e9a58a-ab4f-4d3f-b670-fb4cef291d5c,2023-05-25 10:14:42,13.979022812670843,10,3,debit,local,30.29820321526721,0.2512244545660219,online,0.30893631989869685,0,success,none
d55e1d54-871d-4714-ac90-c3b0b4ffcb67,2023-07-27 22:12:32,21.638285667719984,22,3,credit,international,9.642155052220385,0.21952300758752832,retail,0.7369301984741469,0,success,none
876aeba3-bb4c-406a-a352-41db43e731d6,2023-10-29 17:03:30,82.7320806289004,17,6,debit,local,47.14487094672299,0.4043963695515983,online,0.8165431959695609,0,success,none
1c802897-cf4c-445f-a572-c0c6b565ce1a,2023-02-18 16:28:09,1.7072074985950185,16,5,credit,high_risk_location_2,27.292034618965417,0.12862597900160186,grocery,0.011936634452130668,0,success,none
dbc53410-0ab6-4401-8499-15f0fe7750b0,2023-08-02 09:37:54,84.33431050804603,9,2,credit,international,13.23987124928308,0.15966103644867435,restaurant,0.12133761453833036,0,success,none
ca309297-1b3a-4b4c-8812-c2624ca7c45d,2023-08-17 20:41:34,12.461493935676184,20,3,debit,local,42.20233739182785,0.34836501306586914,online,0.21010963070205013,0,success,none
71b96165-fc83-4367-ba80-96af0fdae7b5,2023-03-17 10:16:07,13.927164962944731,10,4,debit,national,48.761505399297576,0.44009200237669344,online,0.9488869516630394,1,network_error,network_error
12ca7f64-6d7b-4c5a-9dd4-4926bd7cdad7,2023-01-13 12:27:00,12.028590505180922,12,4,credit,international,64.08650867905436,0.1813404113581632,grocery,0.6580436884617077,0,success,none
